4632,Pre-Supplementary Motor Area,cocomac:1531, cocomac:1517
4631,Supplementary Motor Area,cocomac:1086,cocomac:1516,cocomac:2282,cocomac:1530,cocomac:386,cocomac:315,cocomac:1489,cocomac:1640,cocomac:1034,cocomac:1646,cocomac:1574,cocomac:1645,
4630,Lateral aspect of dorsal region of superior frontal gyrus
4629,Medial aspect of dorsal region of superior frontal gyrus,cocomac:1739,cocomac:1073,
4628,Subcallosal area
4627,Ventral region of superior frontal gyrus,cocomac:1740
4625,Ventral region of inferior frontal gyrus,cocomac:1081
4624,Dorsal region of superior frontal gyrus,cocomac:1071
4623,Dorsal region of inferior frontal gyrus,cocomac:1071,cocomac:1085,
4621,Anterior region of superior parietal lobule
4620,Anterior region of inferior parietal lobule
4619,Posterior region of superior parietal lobule,cocomac:1885,cocomac:607,cocomac:398,
4618,Posterior region of inferior parietal lobule,cocomac:1885,cocomac:1924,cocomac:1021,cocomac:1488,cocomac:398,cocomac:617,cocomac:618,cocomac:619,cocomac:620
4614,Hemisphere of cerebellar lobule x
4613,Hemisphere of cerebellar lobule ix
4612,Hemisphere of cerebellar lobule viii
4611,Hemisphere of cerebellar lobule vii crus ii
4610,Hemisphere of cerebellar lobule vii crus i
4609,Hemisphere of cerebellar lobule vi
4608,Hemisphere of cerebellar lobule v
4607,Hemisphere of cerebellar lobule iv
4606,Hemisphere of cerebellar lobule iii
4605,Hemisphere of cerebellar lobule ii
4604,Hemisphere of cerebellar lobule i
4603,Vermis of cerebellar lobule x
4602,Vermis of cerebellar lobule ix
4601,Vermis of cerebellar lobule viii
4600,Vermis of cerebellar lobule vii crus ii
4599,Vermis of cerebellar lobule vii crus i
4598,Vermis of cerebellar lobule vi
4597,Vermis of cerebellar lobule v
4596,Vermis of cerebellar lobule iv
4595,Vermis of cerebellar lobule iii
4594,Vermis of cerebellar lobule ii
4593,Vermis of cerebellar lobule i,cocomac:2201
4592,Inferior occipital gyrus,cocomac:1715,cocomac:1716,
